orderID,orderDate,articleID,colorCode,sizeCode,productGroup,quantity,price,voucherID,voucherAmount,customerID,deviceID,paymentMethod,rrp,returnQuantity,,
a1624945,2015-06-27,i1002915,3078,I,17,1,"12,0",0,"0,0",c1287096,2,BPRG,"17,99","1,0",,
a1369486,2014-11-25,i1001271,1940,36,4,1,"29,99",0,"0,0",c1212158,2,BPRG,"29,99","0,0",,
a1282377,2014-09-10,i1000421,1975,34,3,1,"25,99",0,"0,0",c1017340,2,PAYPALVC,"25,99","1,0",,
a1624949,2015-06-27,i1002884,3058,I,17,1,"20,0",0,"0,0",c1194362,3,BPRG,"39,99","0,0",,
a1624950,2015-06-27,i1001342,1003,40,5,1,"30,0",0,"0,0",c1057995,3,BPRG,"39,99","0,0",,
a1414374,2015-01-14,i1003969,1003,38,1,1,"20,0",0,"0,0",c1226165,3,PAYPALVC,"69,99","0,0",,
a1369491,2014-11-25,i1001401,1001,42,5,1,"49,99",0,"0,0",c1075650,5,BPRG,"49,99","1,0",,
a1705747,2015-08-30,i1001097,2089,42,3,1,"20,0",0,"0,0",c1309498,3,BPRG,"39,99","0,0",,
a1199904,2014-06-27,i1002743,1953,80,17,1,"22,99",v1000220,"10,0",c1013229,2,VORAUS,"22,99","1,0",,
a1414381,2015-01-14,i1001797,1001,44,8,1,"12,0",0,"0,0",c1007872,2,PAYPALVC,"39,99","1,0",,
a1282388,2014-09-10,i1002802,3001,I,17,1,"19,99",v1000166,"10,0",c1136340,2,BPRG,"19,99","0,0",,
a1584624,2015-05-29,i1001688,1093,44,8,1,"39,99",0,"0,0",c1041915,3,BPPL,"39,99","1,0",,
a1369496,2014-11-25,i1000929,1927,38,3,1,"20,0",0,"0,0",c1013018,2,PAYPALVC,"39,99","0,0",,
a1584631,2015-05-29,i1001865,2060,44,8,1,"12,0",0,"0,0",c1042570,2,VORAUS,"39,99","0,0",,
a1665939,2015-07-29,i1001102,1088,44,3,1,"20,0",0,"0,0",c1252246,3,BPRG,"29,99","2,0",,
a1239780,2014-07-31,i1000813,2894,44,3,1,"9,0",v1000254,"0,0",c1172818,2,BPRG,"29,99","0,0",,
a1239780,2014-07-31,i1000819,1011,44,3,1,"10,0",v1000254,"0,0",c1172818,2,BPRG,"19,99","0,0",,
a1544117,2015-04-30,i1000710,1067,44,3,1,"29,99",0,"0,0",c1009956,2,PAYPALVC,"29,99","1,0",,
a1502246,2015-03-29,i1001906,1000,42,8,1,"39,99",0,"0,0",c1251017,2,BPRG,"39,99","1,0",,
a1624984,2015-06-27,i1000529,2493,40,3,1,"12,99",0,"0,0",c1070313,3,BPRG,"12,99","1,0",,
a1369524,2014-11-25,i1003476,7072,33,2,1,"59,99",0,"0,0",c1081909,2,BPRG,"59,99","0,0",,
a1544126,2015-04-30,i1003316,1074,44,50,1,"160,0",0,"0,0",c1232472,2,BPRG,"229,99","1,0",,
a1325830,2014-10-20,i1000970,1044,42,3,1,"29,99",v1000166,"10,0",c1111759,2,BPRG,"29,99","1,0",,
a1665950,2015-07-29,i1002166,1081,44,9,1,"39,99",v1000703,"47,69",c1070153,3,BPRG,"39,99","0,0",,
a1584666,2015-05-29,i1002926,1055,95,17,1,"22,99",0,"0,0",c1275633,2,BPRG,"22,99","0,0",,
a1458376,2015-02-24,i1000397,1065,40,3,1,"17,99",0,"0,0",c1238191,2,BPRG,"17,99","0,0",,
a1544137,2015-04-30,i1003466,1056,29,2,1,"20,0",0,"0,0",c1103729,2,KKE,"69,99","1,0",,
a1325837,2014-10-20,i1002128,2001,44,9,1,"30,0",0,"0,0",c1079274,2,BPRG,"59,99","1,0",,
a1544141,2015-04-30,i1001918,1081,34,8,1,"29,99",0,"0,0",c1084371,4,BPRG,"29,99","1,0",,
a1239798,2014-07-31,i1002188,7008,36,9,1,"18,0",0,"0,0",c1172570,2,BPRG,"59,99","0,0",,
a1624993,2015-06-27,i1001674,1081,36,8,1,"35,99",0,"0,0",c1287115,3,BPRG,"35,99","1,0",,
a1544142,2015-04-30,i1001081,1003,42,3,1,"29,99",0,"0,0",c1004248,2,BPRG,"29,99","1,0",,
a1239800,2014-07-31,i1000372,1013,38,3,1,"9,99",0,"0,0",c1172828,2,BPRG,"9,99","0,0",,
a1414412,2015-01-14,i1003813,1044,38,1,1,"40,0",0,"0,0",c1226175,2,BPRG,"59,99","1,0",,
a1239800,2014-07-31,i1003402,6962,32,2,1,"59,99",0,"0,0",c1172828,2,BPRG,"59,99","0,0",,
a1458384,2015-02-24,i1001076,3854,38,3,1,"29,99",0,"0,0",c1018248,2,NN,"29,99","1,0",,
a1325851,2014-10-20,i1003278,1044,36,3,1,"12,95",0,"0,0",c1085114,2,BPRG,"12,95","1,0",,
a1239805,2014-07-31,i1000815,1003,44,3,1,"12,0",0,"0,0",c1061370,3,PAYPALVC,"39,99","1,0",,
a1282455,2014-09-10,i1000950,1028,42,3,1,"35,99",0,"0,0",c1175344,2,BPRG,"35,99","0,0",,
a1665979,2015-07-29,i1000302,1067,38,3,1,"25,0",0,"0,0",c1289305,2,BPRG,"35,99","0,0",,
a1414428,2015-01-14,i1001264,2001,36,4,1,"30,0",0,"0,0",c1022744,5,BPRG,"59,99","1,0",,
a1625011,2015-06-28,i1002378,2086,36,13,1,"39,99",0,"0,0",c1287121,2,BPRG,"39,99","1,0",,
a1625014,2015-06-28,i1003868,1003,44,1,1,"49,99",0,"0,0",c1287125,2,CBA,"49,99","0,0",,
a1369576,2014-11-25,i1001823,1012,38,8,1,"59,99",v1000329,"10,0",c1212191,5,KKE,"59,99","1,0",,
a1705816,2015-08-30,i1001681,3086,38,8,1,"20,0",0,"0,0",c1304913,2,BPRG,"39,99","1,0",,
a1282474,2014-09-10,i1002756,3019,I,17,1,"15,0",0,"0,0",c1007188,3,BPRG,"19,99","1,0",,
a1544181,2015-04-30,i1003842,1003,42,1,1,"40,0",0,"0,0",c1029815,2,BPRG,"59,99","0,0",,
a1199976,2014-06-28,i1000749,3953,42,3,1,"8,0",v1000219,"10,0",c1084994,2,BPRG,"25,99","1,0",,
a1282481,2014-09-10,i1002538,1927,34,15,1,"69,99",0,"0,0",c1186410,2,PAYPALVC,"69,99","1,0",,
a1458418,2015-02-24,i1000457,1493,42,3,1,"30,0",0,"0,0",c1226479,5,BPRG,,"1,0",,
a1414447,2015-01-14,i1002154,3854,38,9,1,"59,99",0,"0,0",c1076971,2,BPRG,"59,99","1,0",,
a1458420,2015-02-24,i1003823,1001,40,1,1,"55,0",v1000476,"10,0",c1197062,2,PAYPALVC,"79,99","1,0",,
a1544187,2015-04-30,i1003869,1033,34,1,1,"49,99",0,"0,0",c1014510,2,BPRG,"49,99","0,0",,
a1502310,2015-03-29,i1000456,1055,38,3,1,"29,99",v1000415,"10,0",c1211170,2,BPRG,"29,99","1,0",,
a1160992,2014-05-31,i1000771,1002,38,3,1,"30,0",0,"0,0",c1006085,2,PAYPALVC,"45,99","1,0",,
a1160992,2014-05-31,i1001393,1999,40,5,1,"25,0",0,"0,0",c1006085,2,PAYPALVC,"49,99","0,0",,
a1705836,2015-08-30,i1003596,7166,33,2,1,"69,99",v1000788,"0,0",c1031817,4,BPRG,"69,99","1,0",,
a1199984,2014-06-28,i1000850,1012,40,3,1,"17,99",0,"0,0",c1016547,5,BPRG,"17,99","0,0",,
a1239846,2014-07-31,i1001774,1854,42,8,1,"20,0",0,"0,0",c1049528,2,BPRG,"39,99","0,0",,
a1414462,2015-01-14,i1001418,2012,42,5,1,"20,0",0,"0,0",c1178865,2,BPRG,"39,99","1,0",,
a1584721,2015-05-29,i1001124,1077,42,3,1,"39,99",v1000535,"10,0",c1017761,3,BPRG,"39,99","1,0",,
a1666018,2015-07-29,i1003544,7119,31,2,1,"20,0",0,"0,0",c1297235,2,BPRG,"69,99","0,0",,
a1414471,2015-01-14,i1001418,2044,38,5,1,"20,0",v1000258,"10,0",c1077474,2,BPRG,"39,99","0,0",,
a1199998,2014-06-28,i1000699,3013,42,3,1,"27,99",0,"0,0",c1000231,2,BPRG,"27,99","1,0",,
a1584729,2015-05-29,i1002673,3088,I,17,1,"19,99",0,"0,0",c1099714,3,BPRG,"19,99","1,0",,
a1414474,2015-01-14,i1001288,1001,36,4,1,"35,0",0,"0,0",c1092438,3,CBA,"49,99","0,0",,
a1369627,2014-11-25,i1002537,1001,40,15,1,"50,0",0,"0,0",c1135484,2,BPRG,"69,99","0,0",,
a1239861,2014-07-31,i1002094,1012,40,9,1,"59,99",0,"0,0",c1041620,3,BPRG,"40,0","1,0",,
a1239862,2014-07-31,i1000653,3993,36,3,1,"15,0",0,"0,0",c1027005,2,BPRG,"29,99","1,0",,
a1369630,2014-11-25,i1001855,1044,40,8,1,"35,99",0,"0,0",c1045070,2,KKE,"35,99","1,0",,
a1666029,2015-07-29,i1003585,7158,30,2,1,"39,99",0,"0,0",c1007957,2,KKE,"39,99","0,0",,
a1282510,2014-09-10,i1000868,1000,34,3,1,"18,0",0,"0,0",c1127194,2,BPRG,"35,99","1,0",,
a1705858,2015-08-30,i1000708,1067,38,3,1,"15,99",0,"0,0",c1281233,2,BPRG,"15,99","0,0",,
a1502346,2015-03-29,i1001045,1058,40,3,1,"30,0",0,"0,0",c1251044,2,BPRG,"39,99","1,0",,
a1325913,2014-10-20,i1000968,1026,40,3,1,"39,99",0,"0,0",c1078754,2,KKE,"39,99","0,0",,
a1239870,2014-07-31,i1000816,1894,42,3,1,"8,0",0,"0,0",c1172848,3,BPRG,"25,99","1,0",,
a1325915,2014-10-20,i1003448,7064,32,2,1,"69,99",0,"0,0",c1086538,2,BPRG,"69,99","0,0",,
a1666038,2015-07-29,i1002407,7126,36,13,1,"69,99",0,"0,0",c1296955,2,BPRG,"69,99","1,0",,
a1325925,2014-10-20,i1000359,1986,36,3,1,"15,0",0,"0,0",c1199453,2,PAYPALVC,"22,99","0,0",,
a1200012,2014-06-28,i1000859,1001,42,3,1,"22,99",0,"0,0",c1159939,2,PAYPALVC,"22,99","1,0",,
a1161034,2014-05-31,i1003329,6248,26,2,1,"50,0",0,"0,0",c1050690,4,BPRG,"69,99","1,0",,
a1414502,2015-01-14,i1001421,1044,44,5,1,"30,0",0,"0,0",c1226206,2,KKE,"59,99","0,0",,
a1369662,2014-11-25,i1001274,1014,36,4,0,"0,0",v1000242,"5,0",c1007466,2,BPRG,"59,99","0,0",,
a1584767,2015-05-29,i1000493,1493,40,3,1,"39,99",0,"0,0",c1255137,3,BPRG,"39,99","0,0",,
a1544247,2015-04-30,i1002381,1085,38,13,1,"29,99",v1000606,"0,0",c1076387,2,PAYPALVC,"29,99","0,0",,
a1239895,2014-07-31,i1000660,1003,44,3,1,"20,0",0,"0,0",c1081249,3,BPRG,"39,99","0,0",,
a1325949,2014-10-20,i1000882,3014,40,3,1,"12,0",0,"0,0",c1177476,2,BPRG,"39,99","1,0",,
a1239897,2014-07-31,i1000851,1953,40,3,1,"17,99",0,"0,0",c1128577,2,BPRG,"17,99","1,0",,
a1584774,2015-05-29,i1000723,1000,42,3,1,"27,99",0,"0,0",c1258326,3,BPRG,"27,99","0,0",,
a1584778,2015-05-30,i1000670,1000,42,3,1,"9,99",v1000534,"10,0",c1275666,2,BPRG,,"0,0",,
a1282551,2014-09-10,i1003441,7060,27,2,1,"69,99",0,"0,0",c1078934,2,BPRG,"69,99","1,0",,
a1239907,2014-07-31,i1002335,1003,34,13,1,"35,0",0,"0,0",c1172851,2,BPRG,"69,99","1,0",,
a1584787,2015-05-30,i1000307,1055,40,3,1,"29,99",0,"0,0",c1275673,2,BPRG,"29,99","0,0",,
a1625104,2015-06-28,i1000493,1089,38,3,1,"39,99",0,"0,0",c1287154,2,BPRG,"39,99","1,0",,
a1705906,2015-08-30,i1000485,3085,36,3,1,"20,0",0,"0,0",c1070354,2,BPRG,"29,99","1,0",,
a1625109,2015-06-28,i1001753,3085,40,8,1,"39,99",v1000535,"10,0",c1196788,2,PAYPALVC,"39,99","1,0",,
a1325970,2014-10-20,i1001540,1021,44,6,1,"59,99",0,"0,0",c1135610,2,BPRG,"59,99","0,0",,
a1414536,2015-01-14,i1002814,3001,I,17,1,"10,0",0,"0,0",c1226213,2,BPRG,"19,99","0,0",,
a1705910,2015-08-30,i1001073,1003,36,3,0,"0,0",0,"0,0",c1072634,2,BPRG,"45,99","0,0",,
a1458527,2015-02-24,i1001327,1066,38,5,1,"35,0",0,"0,0",c1238231,4,BPRG,"49,99","1,0",,
a1239918,2014-07-31,i1000846,3854,38,3,1,"12,0",0,"0,0",c1171162,5,BPRG,"22,99","0,0",,
a1625112,2015-06-28,i1003265,1001,38,3,1,"39,99",0,"0,0",c1024722,3,CBA,"39,99","0,0",,
a1161068,2014-05-31,i1000087,1975,44,1,1,"25,0",0,"0,0",c1117546,4,CBA,"79,99","0,0",,
a1239920,2014-07-31,i1000698,2011,42,3,1,"20,0",0,"0,0",c1037859,3,BPRG,"29,99","0,0",,
a1584794,2015-05-30,i1003586,7159,29,2,1,"49,99",0,"0,0",c1231281,4,BPRG,"49,99","0,0",,
a1161075,2014-05-31,i1002278,1001,42,13,3,"60,0",0,"0,0",c1014907,3,BPRG,"39,99","0,0",,
a1161077,2014-05-31,i1000319,1953,42,3,1,"39,99",0,"0,0",c1146963,2,KKE,"39,99","1,0",,
a1414556,2015-01-14,i1000437,1076,36,3,1,"19,99",0,"0,0",c1015745,2,BPRG,"19,99","0,0",,
a1625122,2015-06-28,i1001674,1085,36,8,1,"35,99",0,"0,0",c1042913,2,BPRG,"35,99","0,0",,
a1502410,2015-03-29,i1001897,1079,42,8,1,"29,99",0,"0,0",c1251066,2,BPRG,"29,99","0,0",,
a1325986,2014-10-20,i1001850,2001,42,8,1,"49,99",0,"0,0",c1199466,2,BPRG,"49,99","0,0",,
a1584806,2015-05-30,i1000671,1067,40,3,1,"9,99",v1000415,"10,0",c1246384,2,BPRG,"9,99","1,0",,
a1625130,2015-06-28,i1003550,7106,30,2,1,"50,0",0,"0,0",c1287152,3,BPRG,"69,99","0,0",,
a1239939,2014-07-31,i1003278,1002,34,3,1,"12,95",v1000165,"10,0",c1036697,5,BPRG,"12,95","0,0",,
a1282598,2014-09-10,i1000827,1012,38,3,1,"9,0",0,"0,0",c1168844,2,CBA,"29,99","1,0",,
a1705931,2015-08-30,i1001757,1493,42,8,1,"17,99",0,"0,0",c1309535,3,BPLS,"35,99","0,0",,
a1200074,2014-06-28,i1000377,1975,34,3,1,"19,99",0,"0,0",c1020964,3,BPRG,"19,99","1,0",,
a1414568,2015-01-14,i1000981,1043,42,3,1,"20,0",0,"0,0",c1226227,2,BPRG,"39,99","1,0",,
a1161096,2014-05-31,i1001770,1493,44,8,2,"59,98",v1000166,"10,0",c1146967,2,PAYPALVC,"29,99","1,0",,
a1161099,2014-05-31,i1000365,1010,42,3,1,"15,99",0,"0,0",c1024736,3,CBA,"15,99","0,0",,
a1239944,2014-07-31,i1000876,2953,40,3,1,"20,0",0,"0,0",c1052988,2,BPRG,"29,99","0,0",,
a1369725,2014-11-25,i1000868,1010,44,3,1,"10,0",v1000321,"10,0",c1212226,2,BPRG,"35,99","0,0",,
a1369729,2014-11-25,i1001782,3927,40,8,1,"20,0",0,"0,0",c1110577,4,BPRG,"39,99","1,0",,
a1502443,2015-03-29,i1003278,1079,44,3,1,"12,95",0,"0,0",c1020837,2,KKE,"12,95","1,0",,
a1625153,2015-06-28,i1000529,2089,42,3,1,"12,99",0,"0,0",c1187595,2,BPRG,"12,99","1,0",,
a1584841,2015-05-30,i1001064,1029,44,3,1,"20,0",0,"0,0",c1182760,2,BPRG,"29,99","1,0",,
a1502450,2015-03-29,i1000670,1001,38,3,1,"9,99",0,"0,0",c1159896,2,BPRG,"9,99","0,0",,
a1705963,2015-08-30,i1001681,3085,38,8,1,"20,0",0,"0,0",c1210100,3,BPRG,"39,99","1,0",,
a1705964,2015-08-30,i1001112,1003,38,3,1,"15,0",0,"0,0",c1309845,2,BPRG,"29,99","0,0",,
a1502462,2015-03-29,i1001122,1493,42,3,1,"29,99",0,"0,0",c1038788,2,PAYPALVC,"29,99","0,0",,
a1282639,2014-09-10,i1001271,1001,42,4,1,"29,99",0,"0,0",c1186458,3,BPRG,"29,99","1,0",,
a1502465,2015-03-29,i1000347,3067,40,3,1,"35,99",0,"0,0",c1251082,2,BPRG,"35,99","1,0",,
a1544340,2015-04-30,i1000690,1003,40,3,1,"29,99",0,"0,0",c1165564,3,CBA,"29,99","1,0",,
a1200108,2014-06-28,i1000808,2894,42,3,1,"15,0",0,"0,0",c1159965,3,BPRG,"29,99","1,0",,
a1705971,2015-08-30,i1001127,1493,40,3,1,"10,0",0,"0,0",c1124828,2,CBA,"35,99","0,0",,
a1584866,2015-05-30,i1003582,7147,33,2,1,"69,99",0,"0,0",c1108278,5,BPRG,"69,99","0,0",,
a1161136,2014-05-31,i1000743,1953,42,3,1,"10,0",0,"0,0",c1146984,2,BPRG,"19,99","1,0",,
a1666162,2015-07-29,i1001420,1033,40,5,1,"20,0",0,"0,0",c1298207,2,CBA,"39,99","0,0",,
a1705982,2015-08-30,i1000397,1081,36,3,1,"17,99",0,"0,0",c1246600,4,BPRG,"17,99","0,0",,
a1239971,2014-07-31,i1002342,2001,38,13,1,"49,99",0,"0,0",c1172885,2,CBA,"49,99","0,0",,
a1161139,2014-05-31,i1001509,1981,44,6,1,"40,0",0,"0,0",c1085539,2,BPRG,"59,99","0,0",,
a1625182,2015-06-28,i1003889,1086,38,1,1,"39,99",v1000535,"10,0",c1058229,3,BPRG,"39,99","0,0",,
a1458619,2015-02-24,i1002028,7116,38,8,1,"59,99",v1000258,"10,0",c1238250,3,BPRG,"59,99","1,0",,
a1584876,2015-05-30,i1001688,1081,36,8,1,"39,99",0,"0,0",c1033164,2,BPRG,"39,99","1,0",,
a1705995,2015-08-30,i1000707,1000,40,3,1,"15,99",0,"0,0",c1309550,2,PAYPALVC,"15,99","0,0",,
a1282662,2014-09-10,i1001255,1021,36,4,1,"39,99",0,"0,0",c1042898,2,BPRG,"39,99","0,0",,
a1458634,2015-02-24,i1001402,1032,36,5,1,"49,99",0,"0,0",c1238254,2,BPRG,"49,99","0,0",,
a1502501,2015-03-29,i1003858,1003,40,1,1,"49,99",v1000475,"10,0",c1071052,2,BPRG,"49,99","1,0",,
a1584911,2015-05-30,i1001677,3086,42,8,1,"39,99",0,"0,0",c1118090,2,BPRG,"39,99","0,0",,
a1625212,2015-06-28,i1001747,3086,38,8,1,"39,99",0,"0,0",c1048201,2,BPRG,"39,99",,,
a1502506,2015-03-29,i1002879,3033,I,17,1,"20,0",0,"0,0",c1251098,2,PAYPALVC,"27,99","0,0",,
a1544376,2015-04-30,i1003577,7146,33,2,1,"69,99",0,"0,0",c1030023,2,BPRG,"69,99","1,0",,
a1200157,2014-06-28,i1002340,3001,42,13,1,"69,99",v1000221,"10,0",c1119171,2,BPRG,"69,99","0,0",,
a1458646,2015-02-24,i1001019,1012,40,3,1,"25,0",v1000476,"10,0",c1054091,2,BPRG,"35,99","0,0",,
a1502519,2015-03-29,i1003445,1044,28,2,1,"35,0",0,"0,0",c1087695,2,BPRG,"49,99","1,0",,
a1369815,2014-11-25,i1002360,1001,40,13,1,"69,99",0,"0,0",c1001002,5,BPRG,"69,99","1,0",,
a1666217,2015-07-29,i1001280,1001,34,4,1,"12,0",0,"0,0",c1003521,2,BPRG,"39,99","1,0",,
a1584932,2015-05-30,i1002485,1001,42,14,1,"25,0",0,"0,0",c1056384,2,VORAUS,"89,99","0,0",,
a1240019,2014-07-31,i1000385,1961,38,3,1,"20,0",0,"0,0",c1042951,2,PAYPALVC,"29,99","0,0",,
a1502528,2015-03-29,i1001883,3055,38,8,1,"39,99",v1000415,"10,0",c1114531,2,BPRG,"39,99","1,0",,
a1544396,2015-04-30,i1001077,1078,38,3,1,"39,99",0,"0,0",c1263927,3,PAYPALVC,"39,99","0,0",,
a1584942,2015-05-30,i1002952,3067,I,17,1,"15,99",0,"0,0",c1184789,2,BPRG,,"0,0",,
a1369834,2014-11-25,i1001411,2056,44,5,1,"49,99",0,"0,0",c1212252,5,BPRG,"49,99","0,0",,
a1502536,2015-03-29,i1000707,1000,38,3,1,"15,99",0,"0,0",c1225253,2,BPRG,"15,99","1,0",,
a1584949,2015-05-30,i1001920,1001,44,8,1,"39,99",0,"0,0",c1275717,2,PAYPALVC,"39,99","0,0",,
a1458672,2015-02-24,i1003843,2854,38,1,1,"69,99",0,"0,0",c1044328,2,BPRG,"69,99","1,0",,
a1240032,2014-07-31,i1000315,1010,38,3,1,"22,99",0,"0,0",c1047788,2,BPRG,"22,99","1,0",,
a1240033,2014-07-31,i1002053,3993,40,8,1,"12,0",0,"0,0",c1172899,4,BPRG,"39,99","1,0",,
a1282713,2014-09-10,i1003497,7055,30,2,1,"69,99",0,"0,0",c1051059,2,PAYPALVC,"69,99","1,0",,
a1502540,2015-03-29,i1003860,1001,40,1,1,"39,99",0,"0,0",c1232445,3,BPRG,"39,99","1,0",,
a1706053,2015-08-30,i1003207,1093,36,3,1,"29,99",0,"0,0",c1309566,2,BPRG,"29,99","0,0",,
a1282716,2014-09-10,i1000410,1927,40,3,1,"35,99",0,"0,0",c1172832,3,CBA,"35,99","0,0",,
a1414682,2015-01-15,i1001323,2060,40,5,1,"49,99",0,"0,0",c1223914,5,BPRG,"49,99","1,0",,
a1706060,2015-08-30,i1001719,3093,34,8,1,"35,99",0,"0,0",c1001969,2,BPRG,"35,99","1,0",,
a1161207,2014-05-31,i1002270,1953,38,13,1,"59,99",0,"0,0",c1068374,5,BPRG,,"1,0",,
a1161209,2014-05-31,i1001244,1961,36,4,1,"30,0",0,"0,0",c1147009,2,BPRG,"59,99","0,0",,
a1458687,2015-02-24,i1001020,1012,42,3,1,"20,0",0,"0,0",c1238264,2,PAYPALVC,"29,99","1,0",,
a1625263,2015-06-28,i1003237,1092,36,3,1,"29,99",0,"0,0",c1277788,4,BPRG,"29,99","1,0",,
a1706062,2015-08-30,i1001916,2077,36,8,1,"12,0",0,"0,0",c1014277,2,BPRG,"39,99","1,0",,
a1240042,2014-07-31,i1002496,1985,38,14,1,"99,99",0,"0,0",c1138343,2,BPRG,"99,99","1,0",,
a1666258,2015-07-29,i1002587,3097,I,17,1,"19,99",v1000731,"0,0",c1030226,4,BPRG,"19,99","0,0",,
a1282728,2014-09-10,i1002121,1953,44,9,1,"25,0",0,"0,0",c1029622,3,BPRG,"49,99","1,0",,
a1706068,2015-08-30,i1002949,1624,A,17,1,"12,0",0,"0,0",c1074814,2,BPRG,"22,99","0,0",,
a1282728,2014-09-10,i1001810,1001,44,8,1,"20,0",0,"0,0",c1029622,3,BPRG,"39,99","1,0",,
a1240044,2014-07-31,i1002712,3007,I,17,1,"9,0",0,"0,0",c1017477,2,BPRG,"17,99","0,0",,
a1458698,2015-02-24,i1003536,7113,31,2,1,"59,99",0,"0,0",c1238268,2,BPRG,"59,99","1,0",,
a1706071,2015-08-30,i1001749,1001,42,8,1,"30,0",0,"0,0",c1258993,2,BPRG,"39,99","1,0",,
a1200212,2014-06-28,i1001245,1010,36,4,1,"20,0",0,"0,0",c1049545,2,BPRG,"39,99","1,0",,
a1161218,2014-05-31,i1002730,3014,I,17,1,"22,99",v1000165,"10,0",c1048916,2,BPRG,"22,99","0,0",,
a1240052,2014-07-31,i1001771,2961,42,8,1,"18,0",0,"0,0",c1034702,2,BPRG,"35,99","0,0",,
a1502572,2015-03-29,i1000397,1000,40,3,3,"53,97",0,"0,0",c1251125,2,CBA,,"0,0",,
a1240054,2014-07-31,i1000793,1001,36,3,1,"10,0",0,"0,0",c1149155,2,BPRG,"35,99","0,0",,
a1706082,2015-08-30,i1003151,1093,36,3,1,"29,99",0,"0,0",c1077467,2,BPRG,"29,99","0,0",,
a1161229,2014-05-31,i1000810,3000,42,3,1,"18,0",v1000078,"10,0",c1020833,2,BPRG,"25,99","1,0",,
a1625278,2015-06-28,i1003217,2093,36,3,0,"0,0",0,"0,0",c1249346,2,PAYPALVC,"19,99","0,0",,
a1161229,2014-05-31,i1000874,2493,42,3,1,"12,99",v1000078,"10,0",c1020833,2,BPRG,"12,99","0,0",,
a1544449,2015-04-30,i1001079,2089,38,3,1,"25,99",0,"0,0",c1188370,2,BPRG,"25,99","1,0",,
a1240064,2014-07-31,i1001518,2894,40,6,1,"10,0",0,"0,0",c1097187,3,VORAUS,"49,99","1,0",,
a1584993,2015-05-30,i1000520,1090,40,3,1,"19,99",0,"0,0",c1020533,2,BPRG,"19,99","1,0",,
a1326174,2014-10-20,i1000983,3001,40,3,1,"39,99",0,"0,0",c1092855,5,BPRG,"39,99","1,0",,
a1240073,2014-07-31,i1003379,7015,30,2,1,"20,0",0,"0,0",c1172932,2,CBA,"69,99","1,0",,
a1544461,2015-04-30,i1000308,1000,36,3,1,"29,99",0,"0,0",c1035421,2,BPRG,"29,99","1,0",,
a1414730,2015-01-15,i1003278,1493,38,3,1,"12,95",0,"0,0",c1226275,2,BPRG,"12,95","0,0",,
a1200241,2014-06-28,i1001803,1012,38,8,1,"29,99",0,"0,0",c1013284,5,VORAUS,"29,99","1,0",,
a1414732,2015-01-15,i1000420,1001,42,3,1,"25,99",0,"0,0",c1121581,3,CBA,"25,99","1,0",,
a1502600,2015-03-29,i1000460,1088,40,3,1,"39,99",0,"0,0",c1001057,3,BPRG,"39,99","0,0",,
a1161252,2014-05-31,i1000314,1004,42,3,1,"22,99",0,"0,0",c1144718,2,BPRG,"22,99","0,0",,
a1414732,2015-01-15,i1002209,1001,44,9,1,"30,0",0,"0,0",c1121581,3,CBA,"40,0","0,0",,
a1625294,2015-06-28,i1003902,1093,42,1,1,"49,99",0,"0,0",c1287185,2,BPRG,"49,99","1,0",,
a1414739,2015-01-15,i1000454,1012,40,3,1,"30,0",0,"0,0",c1226279,2,CBA,"39,99","0,0",,
a1625302,2015-06-28,i1003564,7132,29,2,1,"59,99",0,"0,0",c1281666,2,BPRG,"59,99","1,0",,
a1200248,2014-06-28,i1000813,2894,36,3,1,"15,0",0,"0,0",c1003750,2,BPRG,"29,99","0,0",,
a1414750,2015-01-15,i1001928,3056,40,8,1,"35,0",0,"0,0",c1173982,2,BPRG,"49,99","1,0",,
a1161273,2014-05-31,i1000326,1003,44,3,1,"15,0",0,"0,0",c1021257,2,PAYPALVC,"19,99","1,0",,
a1369915,2014-11-25,i1000897,1493,44,3,1,"8,0",0,"0,0",c1079753,2,BPRG,"27,99","0,0",,
a1282786,2014-09-10,i1003785,1927,34,1,1,"69,99",0,"0,0",c1125855,2,BPRG,"69,99","1,0",,
a1458774,2015-02-24,i1000674,1079,44,3,1,"22,99",v1000476,"10,0",c1033855,2,BPRG,"22,99","0,0",,
a1666317,2015-07-29,i1002587,3090,I,17,1,"19,99",0,"0,0",c1081677,4,BPRG,"19,99","1,0",,
a1706129,2015-08-30,i1000505,1090,38,3,1,"15,0",0,"0,0",c1046688,2,BPRG,"19,99","1,0",,
a1666326,2015-07-29,i1001091,1086,36,3,1,"18,0",0,"0,0",c1298903,2,VORAUS,"25,99","0,0",,
a1326214,2014-10-20,i1000315,1975,40,3,1,"22,99",0,"0,0",c1054169,3,BPRG,"22,99","0,0",,
a1666326,2015-07-29,i1002295,2001,36,13,1,"35,0",0,"0,0",c1298903,2,VORAUS,"69,99","0,0",,
a1625327,2015-06-28,i1001071,1078,42,3,1,"30,0",v1000715,"10,0",c1094301,2,BPRG,"39,99","0,0",,
a1585047,2015-05-30,i1003568,7136,31,2,1,"69,99",0,"0,0",c1157954,2,BPRG,"69,99","1,0",,
a1326224,2014-10-20,i1000447,1975,38,3,1,"29,99",0,"0,0",c1038713,2,BPRG,"29,99","1,0",,
